question,sql
How many referrals were reported per hour from Friday to 0600hrs Monday in the force area?,"WITH
    LastWeekend
    AS
    (
        -- Calculate the previous Friday (even if today is after Monday)
        SELECT DATEADD(DAY, -((DATEPART(WEEKDAY, GETDATE()) + 1) % 7), CAST(GETDATE() AS DATE)) AS WeekendStart
    )
SELECT
    lw.WeekendStart,
    -- Extract the date of the referral
    CAST(r.ReferralCreatedDateTime AS DATE) AS ReferralDate,
    -- Display the ReferralHour as the raw hour (e.g., '5' for 5 AM, '14' for 2 PM)
    CAST(DATEPART(HOUR, r.ReferralCreatedDateTime) AS VARCHAR(2)) AS ReferralHour,
    COUNT(r.ReferralCreatedDateTime) AS ReferralCount
FROM LastWeekend lw
    LEFT JOIN Referrals r
    ON r.ReferralCreatedDateTime >= lw.WeekendStart
        AND r.ReferralCreatedDateTime < DATEADD(DAY, 3, lw.WeekendStart) -- From Friday to Monday before 6 AM
        AND (
        -- Capture Fridays through Mondays before 6 AM
        DATEPART(WEEKDAY, r.ReferralCreatedDateTime) = 6 -- Friday
        OR DATEPART(WEEKDAY, r.ReferralCreatedDateTime) = 7 -- Saturday
        OR DATEPART(WEEKDAY, r.ReferralCreatedDateTime) = 1 -- Sunday
        OR (DATEPART(WEEKDAY, r.ReferralCreatedDateTime) = 2 AND DATEPART(HOUR, r.ReferralCreatedDateTime) < 6) -- Monday before 6 AM
    )
GROUP BY 
    lw.WeekendStart,
    CAST(r.ReferralCreatedDateTime AS DATE),
    DATEPART(HOUR, r.ReferralCreatedDateTime)
ORDER BY 
    lw.WeekendStart,
    ReferralDate,
    ReferralHour;
"
Can you provide hourly referral data from Friday to 0600hrs on Monday for the force area?,"WITH
    LastWeekend
    AS
    (
        -- Calculate the previous Friday (even if today is after Monday)
        SELECT DATEADD(DAY, -((DATEPART(WEEKDAY, GETDATE()) + 1) % 7), CAST(GETDATE() AS DATE)) AS WeekendStart
    )
SELECT
    lw.WeekendStart,
    -- Extract the date of the referral
    CAST(r.ReferralCreatedDateTime AS DATE) AS ReferralDate,
    -- Display the ReferralHour as the raw hour (e.g., '5' for 5 AM, '14' for 2 PM)
    CAST(DATEPART(HOUR, r.ReferralCreatedDateTime) AS VARCHAR(2)) AS ReferralHour,
    COUNT(r.ReferralCreatedDateTime) AS ReferralCount
FROM LastWeekend lw
    LEFT JOIN Referrals r
    ON r.ReferralCreatedDateTime >= lw.WeekendStart
        AND r.ReferralCreatedDateTime < DATEADD(DAY, 3, lw.WeekendStart) -- From Friday to Monday before 6 AM
        AND (
        -- Capture Fridays through Mondays before 6 AM
        DATEPART(WEEKDAY, r.ReferralCreatedDateTime) = 6 -- Friday
        OR DATEPART(WEEKDAY, r.ReferralCreatedDateTime) = 7 -- Saturday
        OR DATEPART(WEEKDAY, r.ReferralCreatedDateTime) = 1 -- Sunday
        OR (DATEPART(WEEKDAY, r.ReferralCreatedDateTime) = 2 AND DATEPART(HOUR, r.ReferralCreatedDateTime) < 6) -- Monday before 6 AM
    )
GROUP BY 
    lw.WeekendStart,
    CAST(r.ReferralCreatedDateTime AS DATE),
    DATEPART(HOUR, r.ReferralCreatedDateTime)
ORDER BY 
    lw.WeekendStart,
    ReferralDate,
    ReferralHour;
"
What was the hourly breakdown of referrals in the force area from Friday to 0600hrs Monday?,"WITH
    LastWeekend
    AS
    (
        -- Calculate the previous Friday (even if today is after Monday)
        SELECT DATEADD(DAY, -((DATEPART(WEEKDAY, GETDATE()) + 1) % 7), CAST(GETDATE() AS DATE)) AS WeekendStart
    )
SELECT
    lw.WeekendStart,
    -- Extract the date of the referral
    CAST(r.ReferralCreatedDateTime AS DATE) AS ReferralDate,
    -- Display the ReferralHour as the raw hour (e.g., '5' for 5 AM, '14' for 2 PM)
    CAST(DATEPART(HOUR, r.ReferralCreatedDateTime) AS VARCHAR(2)) AS ReferralHour,
    COUNT(r.ReferralCreatedDateTime) AS ReferralCount
FROM LastWeekend lw
    LEFT JOIN Referrals r
    ON r.ReferralCreatedDateTime >= lw.WeekendStart
        AND r.ReferralCreatedDateTime < DATEADD(DAY, 3, lw.WeekendStart) -- From Friday to Monday before 6 AM
        AND (
        -- Capture Fridays through Mondays before 6 AM
        DATEPART(WEEKDAY, r.ReferralCreatedDateTime) = 6 -- Friday
        OR DATEPART(WEEKDAY, r.ReferralCreatedDateTime) = 7 -- Saturday
        OR DATEPART(WEEKDAY, r.ReferralCreatedDateTime) = 1 -- Sunday
        OR (DATEPART(WEEKDAY, r.ReferralCreatedDateTime) = 2 AND DATEPART(HOUR, r.ReferralCreatedDateTime) < 6) -- Monday before 6 AM
    )
GROUP BY 
    lw.WeekendStart,
    CAST(r.ReferralCreatedDateTime AS DATE),
    DATEPART(HOUR, r.ReferralCreatedDateTime)
ORDER BY 
    lw.WeekendStart,
    ReferralDate,
    ReferralHour;
"
How many referrals were logged each hour from Friday to 0600hrs Monday in the force area?,"WITH
    LastWeekend
    AS
    (
        -- Calculate the previous Friday (even if today is after Monday)
        SELECT DATEADD(DAY, -((DATEPART(WEEKDAY, GETDATE()) + 1) % 7), CAST(GETDATE() AS DATE)) AS WeekendStart
    )
SELECT
    lw.WeekendStart,
    -- Extract the date of the referral
    CAST(r.ReferralCreatedDateTime AS DATE) AS ReferralDate,
    -- Display the ReferralHour as the raw hour (e.g., '5' for 5 AM, '14' for 2 PM)
    CAST(DATEPART(HOUR, r.ReferralCreatedDateTime) AS VARCHAR(2)) AS ReferralHour,
    COUNT(r.ReferralCreatedDateTime) AS ReferralCount
FROM LastWeekend lw
    LEFT JOIN Referrals r
    ON r.ReferralCreatedDateTime >= lw.WeekendStart
        AND r.ReferralCreatedDateTime < DATEADD(DAY, 3, lw.WeekendStart) -- From Friday to Monday before 6 AM
        AND (
        -- Capture Fridays through Mondays before 6 AM
        DATEPART(WEEKDAY, r.ReferralCreatedDateTime) = 6 -- Friday
        OR DATEPART(WEEKDAY, r.ReferralCreatedDateTime) = 7 -- Saturday
        OR DATEPART(WEEKDAY, r.ReferralCreatedDateTime) = 1 -- Sunday
        OR (DATEPART(WEEKDAY, r.ReferralCreatedDateTime) = 2 AND DATEPART(HOUR, r.ReferralCreatedDateTime) < 6) -- Monday before 6 AM
    )
GROUP BY 
    lw.WeekendStart,
    CAST(r.ReferralCreatedDateTime AS DATE),
    DATEPART(HOUR, r.ReferralCreatedDateTime)
ORDER BY 
    lw.WeekendStart,
    ReferralDate,
    ReferralHour;
"
Provide the referral counts per hour for the force area between Friday and 0600hrs Monday.,"WITH
    LastWeekend
    AS
    (
        -- Calculate the previous Friday (even if today is after Monday)
        SELECT DATEADD(DAY, -((DATEPART(WEEKDAY, GETDATE()) + 1) % 7), CAST(GETDATE() AS DATE)) AS WeekendStart
    )
SELECT
    lw.WeekendStart,
    -- Extract the date of the referral
    CAST(r.ReferralCreatedDateTime AS DATE) AS ReferralDate,
    -- Display the ReferralHour as the raw hour (e.g., '5' for 5 AM, '14' for 2 PM)
    CAST(DATEPART(HOUR, r.ReferralCreatedDateTime) AS VARCHAR(2)) AS ReferralHour,
    COUNT(r.ReferralCreatedDateTime) AS ReferralCount
FROM LastWeekend lw
    LEFT JOIN Referrals r
    ON r.ReferralCreatedDateTime >= lw.WeekendStart
        AND r.ReferralCreatedDateTime < DATEADD(DAY, 3, lw.WeekendStart) -- From Friday to Monday before 6 AM
        AND (
        -- Capture Fridays through Mondays before 6 AM
        DATEPART(WEEKDAY, r.ReferralCreatedDateTime) = 6 -- Friday
        OR DATEPART(WEEKDAY, r.ReferralCreatedDateTime) = 7 -- Saturday
        OR DATEPART(WEEKDAY, r.ReferralCreatedDateTime) = 1 -- Sunday
        OR (DATEPART(WEEKDAY, r.ReferralCreatedDateTime) = 2 AND DATEPART(HOUR, r.ReferralCreatedDateTime) < 6) -- Monday before 6 AM
    )
GROUP BY 
    lw.WeekendStart,
    CAST(r.ReferralCreatedDateTime AS DATE),
    DATEPART(HOUR, r.ReferralCreatedDateTime)
ORDER BY 
    lw.WeekendStart,
    ReferralDate,
    ReferralHour;
"
Can you share the number of referrals per hour in the force area from Friday to Monday 0600hrs?,"WITH
    LastWeekend
    AS
    (
        -- Calculate the previous Friday (even if today is after Monday)
        SELECT DATEADD(DAY, -((DATEPART(WEEKDAY, GETDATE()) + 1) % 7), CAST(GETDATE() AS DATE)) AS WeekendStart
    )
SELECT
    lw.WeekendStart,
    -- Extract the date of the referral
    CAST(r.ReferralCreatedDateTime AS DATE) AS ReferralDate,
    -- Display the ReferralHour as the raw hour (e.g., '5' for 5 AM, '14' for 2 PM)
    CAST(DATEPART(HOUR, r.ReferralCreatedDateTime) AS VARCHAR(2)) AS ReferralHour,
    COUNT(r.ReferralCreatedDateTime) AS ReferralCount
FROM LastWeekend lw
    LEFT JOIN Referrals r
    ON r.ReferralCreatedDateTime >= lw.WeekendStart
        AND r.ReferralCreatedDateTime < DATEADD(DAY, 3, lw.WeekendStart) -- From Friday to Monday before 6 AM
        AND (
        -- Capture Fridays through Mondays before 6 AM
        DATEPART(WEEKDAY, r.ReferralCreatedDateTime) = 6 -- Friday
        OR DATEPART(WEEKDAY, r.ReferralCreatedDateTime) = 7 -- Saturday
        OR DATEPART(WEEKDAY, r.ReferralCreatedDateTime) = 1 -- Sunday
        OR (DATEPART(WEEKDAY, r.ReferralCreatedDateTime) = 2 AND DATEPART(HOUR, r.ReferralCreatedDateTime) < 6) -- Monday before 6 AM
    )
GROUP BY 
    lw.WeekendStart,
    CAST(r.ReferralCreatedDateTime AS DATE),
    DATEPART(HOUR, r.ReferralCreatedDateTime)
ORDER BY 
    lw.WeekendStart,
    ReferralDate,
    ReferralHour;
"
What were the hourly referral figures in the force area from Friday through Monday morning 0600hrs?,"WITH
    LastWeekend
    AS
    (
        -- Calculate the previous Friday (even if today is after Monday)
        SELECT DATEADD(DAY, -((DATEPART(WEEKDAY, GETDATE()) + 1) % 7), CAST(GETDATE() AS DATE)) AS WeekendStart
    )
SELECT
    lw.WeekendStart,
    -- Extract the date of the referral
    CAST(r.ReferralCreatedDateTime AS DATE) AS ReferralDate,
    -- Display the ReferralHour as the raw hour (e.g., '5' for 5 AM, '14' for 2 PM)
    CAST(DATEPART(HOUR, r.ReferralCreatedDateTime) AS VARCHAR(2)) AS ReferralHour,
    COUNT(r.ReferralCreatedDateTime) AS ReferralCount
FROM LastWeekend lw
    LEFT JOIN Referrals r
    ON r.ReferralCreatedDateTime >= lw.WeekendStart
        AND r.ReferralCreatedDateTime < DATEADD(DAY, 3, lw.WeekendStart) -- From Friday to Monday before 6 AM
        AND (
        -- Capture Fridays through Mondays before 6 AM
        DATEPART(WEEKDAY, r.ReferralCreatedDateTime) = 6 -- Friday
        OR DATEPART(WEEKDAY, r.ReferralCreatedDateTime) = 7 -- Saturday
        OR DATEPART(WEEKDAY, r.ReferralCreatedDateTime) = 1 -- Sunday
        OR (DATEPART(WEEKDAY, r.ReferralCreatedDateTime) = 2 AND DATEPART(HOUR, r.ReferralCreatedDateTime) < 6) -- Monday before 6 AM
    )
GROUP BY 
    lw.WeekendStart,
    CAST(r.ReferralCreatedDateTime AS DATE),
    DATEPART(HOUR, r.ReferralCreatedDateTime)
ORDER BY 
    lw.WeekendStart,
    ReferralDate,
    ReferralHour;
"
Provide the number of referrals for each hour from Friday to 0600hrs Monday in the force area.,"WITH
    LastWeekend
    AS
    (
        -- Calculate the previous Friday (even if today is after Monday)
        SELECT DATEADD(DAY, -((DATEPART(WEEKDAY, GETDATE()) + 1) % 7), CAST(GETDATE() AS DATE)) AS WeekendStart
    )
SELECT
    lw.WeekendStart,
    -- Extract the date of the referral
    CAST(r.ReferralCreatedDateTime AS DATE) AS ReferralDate,
    -- Display the ReferralHour as the raw hour (e.g., '5' for 5 AM, '14' for 2 PM)
    CAST(DATEPART(HOUR, r.ReferralCreatedDateTime) AS VARCHAR(2)) AS ReferralHour,
    COUNT(r.ReferralCreatedDateTime) AS ReferralCount
FROM LastWeekend lw
    LEFT JOIN Referrals r
    ON r.ReferralCreatedDateTime >= lw.WeekendStart
        AND r.ReferralCreatedDateTime < DATEADD(DAY, 3, lw.WeekendStart) -- From Friday to Monday before 6 AM
        AND (
        -- Capture Fridays through Mondays before 6 AM
        DATEPART(WEEKDAY, r.ReferralCreatedDateTime) = 6 -- Friday
        OR DATEPART(WEEKDAY, r.ReferralCreatedDateTime) = 7 -- Saturday
        OR DATEPART(WEEKDAY, r.ReferralCreatedDateTime) = 1 -- Sunday
        OR (DATEPART(WEEKDAY, r.ReferralCreatedDateTime) = 2 AND DATEPART(HOUR, r.ReferralCreatedDateTime) < 6) -- Monday before 6 AM
    )
GROUP BY 
    lw.WeekendStart,
    CAST(r.ReferralCreatedDateTime AS DATE),
    DATEPART(HOUR, r.ReferralCreatedDateTime)
ORDER BY 
    lw.WeekendStart,
    ReferralDate,
    ReferralHour;
"
How many referrals were received per hour from Friday to 0600hrs Monday within the force area?,"WITH
    LastWeekend
    AS
    (
        -- Calculate the previous Friday (even if today is after Monday)
        SELECT DATEADD(DAY, -((DATEPART(WEEKDAY, GETDATE()) + 1) % 7), CAST(GETDATE() AS DATE)) AS WeekendStart
    )
SELECT
    lw.WeekendStart,
    -- Extract the date of the referral
    CAST(r.ReferralCreatedDateTime AS DATE) AS ReferralDate,
    -- Display the ReferralHour as the raw hour (e.g., '5' for 5 AM, '14' for 2 PM)
    CAST(DATEPART(HOUR, r.ReferralCreatedDateTime) AS VARCHAR(2)) AS ReferralHour,
    COUNT(r.ReferralCreatedDateTime) AS ReferralCount
FROM LastWeekend lw
    LEFT JOIN Referrals r
    ON r.ReferralCreatedDateTime >= lw.WeekendStart
        AND r.ReferralCreatedDateTime < DATEADD(DAY, 3, lw.WeekendStart) -- From Friday to Monday before 6 AM
        AND (
        -- Capture Fridays through Mondays before 6 AM
        DATEPART(WEEKDAY, r.ReferralCreatedDateTime) = 6 -- Friday
        OR DATEPART(WEEKDAY, r.ReferralCreatedDateTime) = 7 -- Saturday
        OR DATEPART(WEEKDAY, r.ReferralCreatedDateTime) = 1 -- Sunday
        OR (DATEPART(WEEKDAY, r.ReferralCreatedDateTime) = 2 AND DATEPART(HOUR, r.ReferralCreatedDateTime) < 6) -- Monday before 6 AM
    )
GROUP BY 
    lw.WeekendStart,
    CAST(r.ReferralCreatedDateTime AS DATE),
    DATEPART(HOUR, r.ReferralCreatedDateTime)
ORDER BY 
    lw.WeekendStart,
    ReferralDate,
    ReferralHour;
"
Can I get the referral data per hour in the force area from Friday until 0600hrs on Monday?,"WITH
    LastWeekend
    AS
    (
        -- Calculate the previous Friday (even if today is after Monday)
        SELECT DATEADD(DAY, -((DATEPART(WEEKDAY, GETDATE()) + 1) % 7), CAST(GETDATE() AS DATE)) AS WeekendStart
    )
SELECT
    lw.WeekendStart,
    -- Extract the date of the referral
    CAST(r.ReferralCreatedDateTime AS DATE) AS ReferralDate,
    -- Display the ReferralHour as the raw hour (e.g., '5' for 5 AM, '14' for 2 PM)
    CAST(DATEPART(HOUR, r.ReferralCreatedDateTime) AS VARCHAR(2)) AS ReferralHour,
    COUNT(r.ReferralCreatedDateTime) AS ReferralCount
FROM LastWeekend lw
    LEFT JOIN Referrals r
    ON r.ReferralCreatedDateTime >= lw.WeekendStart
        AND r.ReferralCreatedDateTime < DATEADD(DAY, 3, lw.WeekendStart) -- From Friday to Monday before 6 AM
        AND (
        -- Capture Fridays through Mondays before 6 AM
        DATEPART(WEEKDAY, r.ReferralCreatedDateTime) = 6 -- Friday
        OR DATEPART(WEEKDAY, r.ReferralCreatedDateTime) = 7 -- Saturday
        OR DATEPART(WEEKDAY, r.ReferralCreatedDateTime) = 1 -- Sunday
        OR (DATEPART(WEEKDAY, r.ReferralCreatedDateTime) = 2 AND DATEPART(HOUR, r.ReferralCreatedDateTime) < 6) -- Monday before 6 AM
    )
GROUP BY 
    lw.WeekendStart,
    CAST(r.ReferralCreatedDateTime AS DATE),
    DATEPART(HOUR, r.ReferralCreatedDateTime)
ORDER BY 
    lw.WeekendStart,
    ReferralDate,
    ReferralHour;
"
