question,sql
How many military veterans have been seen by healthcare from the 1st of January 2024 and referred to a suitable Military Veterans pathway?,"SELECT
	r.DetainedPersonId,
	CONCAT(hp.Forename, ' ', hp.MiddleName, ' ', hp.Surname) AS FullName,
	gt.[Name] AS Gender,
	aft.[Name] AS ArmedForce
FROM Referrals r
JOIN HcpPatients hp ON r.DetainedPersonId = hp.DetainedPersonId
JOIN Maintenance_GenderType gt ON gt.Id = hp.Maintenance_GenderTypeId
JOIN Maintenance_ArmedForcesType aft ON aft.Id = hp.ArmedForcesTypeId
WHERE CAST(r.ReferralCreatedDateTime AS DATE) BETWEEN '2024-01-01' AND CAST(GETDATE() AS DATE)
	AND hp.ArmedForcesTypeId  in (1,2)
GROUP BY r.DetainedPersonId, hp.Forename, hp.MiddleName, hp.Surname, gt.[Name], aft.[Name];
"
"How many military veterans have been seen by healthcare since January 1st, 2024, and referred to a Military Veterans pathway?","SELECT
	r.DetainedPersonId,
	CONCAT(hp.Forename, ' ', hp.MiddleName, ' ', hp.Surname) AS FullName,
	gt.[Name] AS Gender,
	aft.[Name] AS ArmedForce
FROM Referrals r
JOIN HcpPatients hp ON r.DetainedPersonId = hp.DetainedPersonId
JOIN Maintenance_GenderType gt ON gt.Id = hp.Maintenance_GenderTypeId
JOIN Maintenance_ArmedForcesType aft ON aft.Id = hp.ArmedForcesTypeId
WHERE CAST(r.ReferralCreatedDateTime AS DATE) BETWEEN '2024-01-01' AND CAST(GETDATE() AS DATE)
	AND hp.ArmedForcesTypeId  in (1,2)
GROUP BY r.DetainedPersonId, hp.Forename, hp.MiddleName, hp.Surname, gt.[Name], aft.[Name];
"
Can you tell me the number of military veterans seen by healthcare since January 2024 and referred to the Military Veterans pathway?,"SELECT
	r.DetainedPersonId,
	CONCAT(hp.Forename, ' ', hp.MiddleName, ' ', hp.Surname) AS FullName,
	gt.[Name] AS Gender,
	aft.[Name] AS ArmedForce
FROM Referrals r
JOIN HcpPatients hp ON r.DetainedPersonId = hp.DetainedPersonId
JOIN Maintenance_GenderType gt ON gt.Id = hp.Maintenance_GenderTypeId
JOIN Maintenance_ArmedForcesType aft ON aft.Id = hp.ArmedForcesTypeId
WHERE CAST(r.ReferralCreatedDateTime AS DATE) BETWEEN '2024-01-01' AND CAST(GETDATE() AS DATE)
	AND hp.ArmedForcesTypeId  in (1,2)
GROUP BY r.DetainedPersonId, hp.Forename, hp.MiddleName, hp.Surname, gt.[Name], aft.[Name];
"
"How many veterans have been referred to the Military Veterans pathway by healthcare since January 1st, 2024?","SELECT
	r.DetainedPersonId,
	CONCAT(hp.Forename, ' ', hp.MiddleName, ' ', hp.Surname) AS FullName,
	gt.[Name] AS Gender,
	aft.[Name] AS ArmedForce
FROM Referrals r
JOIN HcpPatients hp ON r.DetainedPersonId = hp.DetainedPersonId
JOIN Maintenance_GenderType gt ON gt.Id = hp.Maintenance_GenderTypeId
JOIN Maintenance_ArmedForcesType aft ON aft.Id = hp.ArmedForcesTypeId
WHERE CAST(r.ReferralCreatedDateTime AS DATE) BETWEEN '2024-01-01' AND CAST(GETDATE() AS DATE)
	AND hp.ArmedForcesTypeId  in (1,2)
GROUP BY r.DetainedPersonId, hp.Forename, hp.MiddleName, hp.Surname, gt.[Name], aft.[Name];
"
What is the number of military veterans seen by healthcare and referred to a Military Veterans pathway since January 2024?,"SELECT
	r.DetainedPersonId,
	CONCAT(hp.Forename, ' ', hp.MiddleName, ' ', hp.Surname) AS FullName,
	gt.[Name] AS Gender,
	aft.[Name] AS ArmedForce
FROM Referrals r
JOIN HcpPatients hp ON r.DetainedPersonId = hp.DetainedPersonId
JOIN Maintenance_GenderType gt ON gt.Id = hp.Maintenance_GenderTypeId
JOIN Maintenance_ArmedForcesType aft ON aft.Id = hp.ArmedForcesTypeId
WHERE CAST(r.ReferralCreatedDateTime AS DATE) BETWEEN '2024-01-01' AND CAST(GETDATE() AS DATE)
	AND hp.ArmedForcesTypeId  in (1,2)
GROUP BY r.DetainedPersonId, hp.Forename, hp.MiddleName, hp.Surname, gt.[Name], aft.[Name];
"
"How many veterans have been seen by healthcare and referred to the Military Veterans pathway from January 1st, 2024?","SELECT
	r.DetainedPersonId,
	CONCAT(hp.Forename, ' ', hp.MiddleName, ' ', hp.Surname) AS FullName,
	gt.[Name] AS Gender,
	aft.[Name] AS ArmedForce
FROM Referrals r
JOIN HcpPatients hp ON r.DetainedPersonId = hp.DetainedPersonId
JOIN Maintenance_GenderType gt ON gt.Id = hp.Maintenance_GenderTypeId
JOIN Maintenance_ArmedForcesType aft ON aft.Id = hp.ArmedForcesTypeId
WHERE CAST(r.ReferralCreatedDateTime AS DATE) BETWEEN '2024-01-01' AND CAST(GETDATE() AS DATE)
	AND hp.ArmedForcesTypeId  in (1,2)
GROUP BY r.DetainedPersonId, hp.Forename, hp.MiddleName, hp.Surname, gt.[Name], aft.[Name];
"
"Can you provide the number of military veterans referred to a suitable pathway after being seen by healthcare since January 1st, 2024?","SELECT
	r.DetainedPersonId,
	CONCAT(hp.Forename, ' ', hp.MiddleName, ' ', hp.Surname) AS FullName,
	gt.[Name] AS Gender,
	aft.[Name] AS ArmedForce
FROM Referrals r
JOIN HcpPatients hp ON r.DetainedPersonId = hp.DetainedPersonId
JOIN Maintenance_GenderType gt ON gt.Id = hp.Maintenance_GenderTypeId
JOIN Maintenance_ArmedForcesType aft ON aft.Id = hp.ArmedForcesTypeId
WHERE CAST(r.ReferralCreatedDateTime AS DATE) BETWEEN '2024-01-01' AND CAST(GETDATE() AS DATE)
	AND hp.ArmedForcesTypeId  in (1,2)
GROUP BY r.DetainedPersonId, hp.Forename, hp.MiddleName, hp.Surname, gt.[Name], aft.[Name];
"
How many veterans have been identified by healthcare and referred to a Military Veterans pathway since January 2024?,"SELECT
	r.DetainedPersonId,
	CONCAT(hp.Forename, ' ', hp.MiddleName, ' ', hp.Surname) AS FullName,
	gt.[Name] AS Gender,
	aft.[Name] AS ArmedForce
FROM Referrals r
JOIN HcpPatients hp ON r.DetainedPersonId = hp.DetainedPersonId
JOIN Maintenance_GenderType gt ON gt.Id = hp.Maintenance_GenderTypeId
JOIN Maintenance_ArmedForcesType aft ON aft.Id = hp.ArmedForcesTypeId
WHERE CAST(r.ReferralCreatedDateTime AS DATE) BETWEEN '2024-01-01' AND CAST(GETDATE() AS DATE)
	AND hp.ArmedForcesTypeId  in (1,2)
GROUP BY r.DetainedPersonId, hp.Forename, hp.MiddleName, hp.Surname, gt.[Name], aft.[Name];
"
"What is the total number of military veterans seen by healthcare and referred to a pathway for veterans since January 1st, 2024?","SELECT
	r.DetainedPersonId,
	CONCAT(hp.Forename, ' ', hp.MiddleName, ' ', hp.Surname) AS FullName,
	gt.[Name] AS Gender,
	aft.[Name] AS ArmedForce
FROM Referrals r
JOIN HcpPatients hp ON r.DetainedPersonId = hp.DetainedPersonId
JOIN Maintenance_GenderType gt ON gt.Id = hp.Maintenance_GenderTypeId
JOIN Maintenance_ArmedForcesType aft ON aft.Id = hp.ArmedForcesTypeId
WHERE CAST(r.ReferralCreatedDateTime AS DATE) BETWEEN '2024-01-01' AND CAST(GETDATE() AS DATE)
	AND hp.ArmedForcesTypeId  in (1,2)
GROUP BY r.DetainedPersonId, hp.Forename, hp.MiddleName, hp.Surname, gt.[Name], aft.[Name];
"
"Can you tell me how many military veterans were referred to the Veterans pathway after being seen by healthcare since January 1st, 2024?","SELECT
	r.DetainedPersonId,
	CONCAT(hp.Forename, ' ', hp.MiddleName, ' ', hp.Surname) AS FullName,
	gt.[Name] AS Gender,
	aft.[Name] AS ArmedForce
FROM Referrals r
JOIN HcpPatients hp ON r.DetainedPersonId = hp.DetainedPersonId
JOIN Maintenance_GenderType gt ON gt.Id = hp.Maintenance_GenderTypeId
JOIN Maintenance_ArmedForcesType aft ON aft.Id = hp.ArmedForcesTypeId
WHERE CAST(r.ReferralCreatedDateTime AS DATE) BETWEEN '2024-01-01' AND CAST(GETDATE() AS DATE)
	AND hp.ArmedForcesTypeId  in (1,2)
GROUP BY r.DetainedPersonId, hp.Forename, hp.MiddleName, hp.Surname, gt.[Name], aft.[Name];
"
