question,sql
From all the data available can you detail the people who have been seen by healthcare more than three times since 1st January to today and break down their demographics and presenting complaints.  List the people from higher to lower in repeat visits.,"WITH ReferralCounts AS (
    -- Calculate the number of visits for each patient since January 1st, 2024 and get the patient details
    SELECT
        r.DetainedPersonId,
		CONCAT(hp.Forename, ' ', hp.MiddleName, ' ', hp.Surname) AS FullName,
		gt.[Name] AS Gender,
        COUNT(*) AS NumberOfVisits
    FROM Referrals r
	JOIN HcpPatients hp ON r.DetainedPersonId = hp.DetainedPersonId
	JOIN Maintenance_GenderType gt ON gt.Id = hp.Maintenance_GenderTypeId
    WHERE CAST(r.ReferralCreatedDateTime AS DATE) BETWEEN '2024-01-01' and CAST(GETDATE() AS DATE)
    GROUP BY r.DetainedPersonId, hp.Forename, hp.MiddleName, hp.Surname, gt.[Name]
    HAVING COUNT(*) > 3
),
PatientPresentingComplaints AS (
	-- Get the presenting complaint types of each patient
    SELECT
		rc.DetainedPersonId,
		rc.FullName,
		rc.Gender,
		rc.NumberOfVisits,
		ct.[Name] AS PresentingComplaints
    FROM ReferralCounts rc
    LEFT JOIN Referrals r ON r.DetainedPersonId = rc.DetainedPersonId
    LEFT JOIN PresentingComplaintHistory pch ON r.Id = pch.ReferralId
	LEFT JOIN ComplaintsHistory ch ON ch.PresentingComplaintHistoryId = pch.Id
	LEFT JOIN Maintenance_ComplaintType ct on ct.Id = ch.Maintenance_ComplaintTypeId
	GROUP BY rc.DetainedPersonId, rc.FullName, rc.Gender, rc.NumberOfVisits, ct.[Name]
) 
SELECT
	DetainedPersonId,
	FullName,
	Gender,
	NumberOfVisits,
	STRING_AGG(PresentingComplaints, ', ')  AS PresentingComplaints
FROM PatientPresentingComplaints
GROUP BY DetainedPersonId, FullName, Gender, NumberOfVisits
ORDER BY NumberOfVisits DESC;
"
"Can you list people seen by healthcare more than three times since January 1st, ranked by visit count, with demographics and presenting complaints?","WITH ReferralCounts AS (
    -- Calculate the number of visits for each patient since January 1st, 2024 and get the patient details
    SELECT
        r.DetainedPersonId,
		CONCAT(hp.Forename, ' ', hp.MiddleName, ' ', hp.Surname) AS FullName,
		gt.[Name] AS Gender,
        COUNT(*) AS NumberOfVisits
    FROM Referrals r
	JOIN HcpPatients hp ON r.DetainedPersonId = hp.DetainedPersonId
	JOIN Maintenance_GenderType gt ON gt.Id = hp.Maintenance_GenderTypeId
    WHERE CAST(r.ReferralCreatedDateTime AS DATE) BETWEEN '2024-01-01' and CAST(GETDATE() AS DATE)
    GROUP BY r.DetainedPersonId, hp.Forename, hp.MiddleName, hp.Surname, gt.[Name]
    HAVING COUNT(*) > 3
),
PatientPresentingComplaints AS (
	-- Get the presenting complaint types of each patient
    SELECT
		rc.DetainedPersonId,
		rc.FullName,
		rc.Gender,
		rc.NumberOfVisits,
		ct.[Name] AS PresentingComplaints
    FROM ReferralCounts rc
    LEFT JOIN Referrals r ON r.DetainedPersonId = rc.DetainedPersonId
    LEFT JOIN PresentingComplaintHistory pch ON r.Id = pch.ReferralId
	LEFT JOIN ComplaintsHistory ch ON ch.PresentingComplaintHistoryId = pch.Id
	LEFT JOIN Maintenance_ComplaintType ct on ct.Id = ch.Maintenance_ComplaintTypeId
	GROUP BY rc.DetainedPersonId, rc.FullName, rc.Gender, rc.NumberOfVisits, ct.[Name]
) 
SELECT
	DetainedPersonId,
	FullName,
	Gender,
	NumberOfVisits,
	STRING_AGG(PresentingComplaints, ', ')  AS PresentingComplaints
FROM PatientPresentingComplaints
GROUP BY DetainedPersonId, FullName, Gender, NumberOfVisits
ORDER BY NumberOfVisits DESC;
"
"Who are the individuals seen by healthcare more than three times since January, and can you break down their demographics and presenting complaints, ranked by repeat visits?","WITH ReferralCounts AS (
    -- Calculate the number of visits for each patient since January 1st, 2024 and get the patient details
    SELECT
        r.DetainedPersonId,
		CONCAT(hp.Forename, ' ', hp.MiddleName, ' ', hp.Surname) AS FullName,
		gt.[Name] AS Gender,
        COUNT(*) AS NumberOfVisits
    FROM Referrals r
	JOIN HcpPatients hp ON r.DetainedPersonId = hp.DetainedPersonId
	JOIN Maintenance_GenderType gt ON gt.Id = hp.Maintenance_GenderTypeId
    WHERE CAST(r.ReferralCreatedDateTime AS DATE) BETWEEN '2024-01-01' and CAST(GETDATE() AS DATE)
    GROUP BY r.DetainedPersonId, hp.Forename, hp.MiddleName, hp.Surname, gt.[Name]
    HAVING COUNT(*) > 3
),
PatientPresentingComplaints AS (
	-- Get the presenting complaint types of each patient
    SELECT
		rc.DetainedPersonId,
		rc.FullName,
		rc.Gender,
		rc.NumberOfVisits,
		ct.[Name] AS PresentingComplaints
    FROM ReferralCounts rc
    LEFT JOIN Referrals r ON r.DetainedPersonId = rc.DetainedPersonId
    LEFT JOIN PresentingComplaintHistory pch ON r.Id = pch.ReferralId
	LEFT JOIN ComplaintsHistory ch ON ch.PresentingComplaintHistoryId = pch.Id
	LEFT JOIN Maintenance_ComplaintType ct on ct.Id = ch.Maintenance_ComplaintTypeId
	GROUP BY rc.DetainedPersonId, rc.FullName, rc.Gender, rc.NumberOfVisits, ct.[Name]
) 
SELECT
	DetainedPersonId,
	FullName,
	Gender,
	NumberOfVisits,
	STRING_AGG(PresentingComplaints, ', ')  AS PresentingComplaints
FROM PatientPresentingComplaints
GROUP BY DetainedPersonId, FullName, Gender, NumberOfVisits
ORDER BY NumberOfVisits DESC;
"
"Can you provide a breakdown of people seen by healthcare more than three times, with demographics and complaints, listed from most to least visits?","WITH ReferralCounts AS (
    -- Calculate the number of visits for each patient since January 1st, 2024 and get the patient details
    SELECT
        r.DetainedPersonId,
		CONCAT(hp.Forename, ' ', hp.MiddleName, ' ', hp.Surname) AS FullName,
		gt.[Name] AS Gender,
        COUNT(*) AS NumberOfVisits
    FROM Referrals r
	JOIN HcpPatients hp ON r.DetainedPersonId = hp.DetainedPersonId
	JOIN Maintenance_GenderType gt ON gt.Id = hp.Maintenance_GenderTypeId
    WHERE CAST(r.ReferralCreatedDateTime AS DATE) BETWEEN '2024-01-01' and CAST(GETDATE() AS DATE)
    GROUP BY r.DetainedPersonId, hp.Forename, hp.MiddleName, hp.Surname, gt.[Name]
    HAVING COUNT(*) > 3
),
PatientPresentingComplaints AS (
	-- Get the presenting complaint types of each patient
    SELECT
		rc.DetainedPersonId,
		rc.FullName,
		rc.Gender,
		rc.NumberOfVisits,
		ct.[Name] AS PresentingComplaints
    FROM ReferralCounts rc
    LEFT JOIN Referrals r ON r.DetainedPersonId = rc.DetainedPersonId
    LEFT JOIN PresentingComplaintHistory pch ON r.Id = pch.ReferralId
	LEFT JOIN ComplaintsHistory ch ON ch.PresentingComplaintHistoryId = pch.Id
	LEFT JOIN Maintenance_ComplaintType ct on ct.Id = ch.Maintenance_ComplaintTypeId
	GROUP BY rc.DetainedPersonId, rc.FullName, rc.Gender, rc.NumberOfVisits, ct.[Name]
) 
SELECT
	DetainedPersonId,
	FullName,
	Gender,
	NumberOfVisits,
	STRING_AGG(PresentingComplaints, ', ')  AS PresentingComplaints
FROM PatientPresentingComplaints
GROUP BY DetainedPersonId, FullName, Gender, NumberOfVisits
ORDER BY NumberOfVisits DESC;
"
"Who has been seen by healthcare more than three times since January 1st, and what are their demographics and presenting complaints, sorted by visit frequency?","WITH ReferralCounts AS (
    -- Calculate the number of visits for each patient since January 1st, 2024 and get the patient details
    SELECT
        r.DetainedPersonId,
		CONCAT(hp.Forename, ' ', hp.MiddleName, ' ', hp.Surname) AS FullName,
		gt.[Name] AS Gender,
        COUNT(*) AS NumberOfVisits
    FROM Referrals r
	JOIN HcpPatients hp ON r.DetainedPersonId = hp.DetainedPersonId
	JOIN Maintenance_GenderType gt ON gt.Id = hp.Maintenance_GenderTypeId
    WHERE CAST(r.ReferralCreatedDateTime AS DATE) BETWEEN '2024-01-01' and CAST(GETDATE() AS DATE)
    GROUP BY r.DetainedPersonId, hp.Forename, hp.MiddleName, hp.Surname, gt.[Name]
    HAVING COUNT(*) > 3
),
PatientPresentingComplaints AS (
	-- Get the presenting complaint types of each patient
    SELECT
		rc.DetainedPersonId,
		rc.FullName,
		rc.Gender,
		rc.NumberOfVisits,
		ct.[Name] AS PresentingComplaints
    FROM ReferralCounts rc
    LEFT JOIN Referrals r ON r.DetainedPersonId = rc.DetainedPersonId
    LEFT JOIN PresentingComplaintHistory pch ON r.Id = pch.ReferralId
	LEFT JOIN ComplaintsHistory ch ON ch.PresentingComplaintHistoryId = pch.Id
	LEFT JOIN Maintenance_ComplaintType ct on ct.Id = ch.Maintenance_ComplaintTypeId
	GROUP BY rc.DetainedPersonId, rc.FullName, rc.Gender, rc.NumberOfVisits, ct.[Name]
) 
SELECT
	DetainedPersonId,
	FullName,
	Gender,
	NumberOfVisits,
	STRING_AGG(PresentingComplaints, ', ')  AS PresentingComplaints
FROM PatientPresentingComplaints
GROUP BY DetainedPersonId, FullName, Gender, NumberOfVisits
ORDER BY NumberOfVisits DESC;
"
"Can you detail individuals seen more than three times by healthcare since January 1st, along with their demographics and presenting complaints, ranked by visits?","WITH ReferralCounts AS (
    -- Calculate the number of visits for each patient since January 1st, 2024 and get the patient details
    SELECT
        r.DetainedPersonId,
		CONCAT(hp.Forename, ' ', hp.MiddleName, ' ', hp.Surname) AS FullName,
		gt.[Name] AS Gender,
        COUNT(*) AS NumberOfVisits
    FROM Referrals r
	JOIN HcpPatients hp ON r.DetainedPersonId = hp.DetainedPersonId
	JOIN Maintenance_GenderType gt ON gt.Id = hp.Maintenance_GenderTypeId
    WHERE CAST(r.ReferralCreatedDateTime AS DATE) BETWEEN '2024-01-01' and CAST(GETDATE() AS DATE)
    GROUP BY r.DetainedPersonId, hp.Forename, hp.MiddleName, hp.Surname, gt.[Name]
    HAVING COUNT(*) > 3
),
PatientPresentingComplaints AS (
	-- Get the presenting complaint types of each patient
    SELECT
		rc.DetainedPersonId,
		rc.FullName,
		rc.Gender,
		rc.NumberOfVisits,
		ct.[Name] AS PresentingComplaints
    FROM ReferralCounts rc
    LEFT JOIN Referrals r ON r.DetainedPersonId = rc.DetainedPersonId
    LEFT JOIN PresentingComplaintHistory pch ON r.Id = pch.ReferralId
	LEFT JOIN ComplaintsHistory ch ON ch.PresentingComplaintHistoryId = pch.Id
	LEFT JOIN Maintenance_ComplaintType ct on ct.Id = ch.Maintenance_ComplaintTypeId
	GROUP BY rc.DetainedPersonId, rc.FullName, rc.Gender, rc.NumberOfVisits, ct.[Name]
) 
SELECT
	DetainedPersonId,
	FullName,
	Gender,
	NumberOfVisits,
	STRING_AGG(PresentingComplaints, ', ')  AS PresentingComplaints
FROM PatientPresentingComplaints
GROUP BY DetainedPersonId, FullName, Gender, NumberOfVisits
ORDER BY NumberOfVisits DESC;
"
"List the people who have been seen by healthcare more than three times, from highest to lowest visits, along with their demographics and complaints.","WITH ReferralCounts AS (
    -- Calculate the number of visits for each patient since January 1st, 2024 and get the patient details
    SELECT
        r.DetainedPersonId,
		CONCAT(hp.Forename, ' ', hp.MiddleName, ' ', hp.Surname) AS FullName,
		gt.[Name] AS Gender,
        COUNT(*) AS NumberOfVisits
    FROM Referrals r
	JOIN HcpPatients hp ON r.DetainedPersonId = hp.DetainedPersonId
	JOIN Maintenance_GenderType gt ON gt.Id = hp.Maintenance_GenderTypeId
    WHERE CAST(r.ReferralCreatedDateTime AS DATE) BETWEEN '2024-01-01' and CAST(GETDATE() AS DATE)
    GROUP BY r.DetainedPersonId, hp.Forename, hp.MiddleName, hp.Surname, gt.[Name]
    HAVING COUNT(*) > 3
),
PatientPresentingComplaints AS (
	-- Get the presenting complaint types of each patient
    SELECT
		rc.DetainedPersonId,
		rc.FullName,
		rc.Gender,
		rc.NumberOfVisits,
		ct.[Name] AS PresentingComplaints
    FROM ReferralCounts rc
    LEFT JOIN Referrals r ON r.DetainedPersonId = rc.DetainedPersonId
    LEFT JOIN PresentingComplaintHistory pch ON r.Id = pch.ReferralId
	LEFT JOIN ComplaintsHistory ch ON ch.PresentingComplaintHistoryId = pch.Id
	LEFT JOIN Maintenance_ComplaintType ct on ct.Id = ch.Maintenance_ComplaintTypeId
	GROUP BY rc.DetainedPersonId, rc.FullName, rc.Gender, rc.NumberOfVisits, ct.[Name]
) 
SELECT
	DetainedPersonId,
	FullName,
	Gender,
	NumberOfVisits,
	STRING_AGG(PresentingComplaints, ', ')  AS PresentingComplaints
FROM PatientPresentingComplaints
GROUP BY DetainedPersonId, FullName, Gender, NumberOfVisits
ORDER BY NumberOfVisits DESC;
"
"Can you provide a detailed report of individuals seen by healthcare more than three times, including demographics and presenting complaints, ranked by repeat visits?","WITH ReferralCounts AS (
    -- Calculate the number of visits for each patient since January 1st, 2024 and get the patient details
    SELECT
        r.DetainedPersonId,
		CONCAT(hp.Forename, ' ', hp.MiddleName, ' ', hp.Surname) AS FullName,
		gt.[Name] AS Gender,
        COUNT(*) AS NumberOfVisits
    FROM Referrals r
	JOIN HcpPatients hp ON r.DetainedPersonId = hp.DetainedPersonId
	JOIN Maintenance_GenderType gt ON gt.Id = hp.Maintenance_GenderTypeId
    WHERE CAST(r.ReferralCreatedDateTime AS DATE) BETWEEN '2024-01-01' and CAST(GETDATE() AS DATE)
    GROUP BY r.DetainedPersonId, hp.Forename, hp.MiddleName, hp.Surname, gt.[Name]
    HAVING COUNT(*) > 3
),
PatientPresentingComplaints AS (
	-- Get the presenting complaint types of each patient
    SELECT
		rc.DetainedPersonId,
		rc.FullName,
		rc.Gender,
		rc.NumberOfVisits,
		ct.[Name] AS PresentingComplaints
    FROM ReferralCounts rc
    LEFT JOIN Referrals r ON r.DetainedPersonId = rc.DetainedPersonId
    LEFT JOIN PresentingComplaintHistory pch ON r.Id = pch.ReferralId
	LEFT JOIN ComplaintsHistory ch ON ch.PresentingComplaintHistoryId = pch.Id
	LEFT JOIN Maintenance_ComplaintType ct on ct.Id = ch.Maintenance_ComplaintTypeId
	GROUP BY rc.DetainedPersonId, rc.FullName, rc.Gender, rc.NumberOfVisits, ct.[Name]
) 
SELECT
	DetainedPersonId,
	FullName,
	Gender,
	NumberOfVisits,
	STRING_AGG(PresentingComplaints, ', ')  AS PresentingComplaints
FROM PatientPresentingComplaints
GROUP BY DetainedPersonId, FullName, Gender, NumberOfVisits
ORDER BY NumberOfVisits DESC;
"
"Who are the repeat patients seen more than three times by healthcare, and what are their demographics and complaints, listed by visit frequency?","WITH ReferralCounts AS (
    -- Calculate the number of visits for each patient since January 1st, 2024 and get the patient details
    SELECT
        r.DetainedPersonId,
		CONCAT(hp.Forename, ' ', hp.MiddleName, ' ', hp.Surname) AS FullName,
		gt.[Name] AS Gender,
        COUNT(*) AS NumberOfVisits
    FROM Referrals r
	JOIN HcpPatients hp ON r.DetainedPersonId = hp.DetainedPersonId
	JOIN Maintenance_GenderType gt ON gt.Id = hp.Maintenance_GenderTypeId
    WHERE CAST(r.ReferralCreatedDateTime AS DATE) BETWEEN '2024-01-01' and CAST(GETDATE() AS DATE)
    GROUP BY r.DetainedPersonId, hp.Forename, hp.MiddleName, hp.Surname, gt.[Name]
    HAVING COUNT(*) > 3
),
PatientPresentingComplaints AS (
	-- Get the presenting complaint types of each patient
    SELECT
		rc.DetainedPersonId,
		rc.FullName,
		rc.Gender,
		rc.NumberOfVisits,
		ct.[Name] AS PresentingComplaints
    FROM ReferralCounts rc
    LEFT JOIN Referrals r ON r.DetainedPersonId = rc.DetainedPersonId
    LEFT JOIN PresentingComplaintHistory pch ON r.Id = pch.ReferralId
	LEFT JOIN ComplaintsHistory ch ON ch.PresentingComplaintHistoryId = pch.Id
	LEFT JOIN Maintenance_ComplaintType ct on ct.Id = ch.Maintenance_ComplaintTypeId
	GROUP BY rc.DetainedPersonId, rc.FullName, rc.Gender, rc.NumberOfVisits, ct.[Name]
) 
SELECT
	DetainedPersonId,
	FullName,
	Gender,
	NumberOfVisits,
	STRING_AGG(PresentingComplaints, ', ')  AS PresentingComplaints
FROM PatientPresentingComplaints
GROUP BY DetainedPersonId, FullName, Gender, NumberOfVisits
ORDER BY NumberOfVisits DESC;
"
"Can you detail the demographics and presenting complaints of people seen more than three times by healthcare since January 1st, sorted by visits?","WITH ReferralCounts AS (
    -- Calculate the number of visits for each patient since January 1st, 2024 and get the patient details
    SELECT
        r.DetainedPersonId,
		CONCAT(hp.Forename, ' ', hp.MiddleName, ' ', hp.Surname) AS FullName,
		gt.[Name] AS Gender,
        COUNT(*) AS NumberOfVisits
    FROM Referrals r
	JOIN HcpPatients hp ON r.DetainedPersonId = hp.DetainedPersonId
	JOIN Maintenance_GenderType gt ON gt.Id = hp.Maintenance_GenderTypeId
    WHERE CAST(r.ReferralCreatedDateTime AS DATE) BETWEEN '2024-01-01' and CAST(GETDATE() AS DATE)
    GROUP BY r.DetainedPersonId, hp.Forename, hp.MiddleName, hp.Surname, gt.[Name]
    HAVING COUNT(*) > 3
),
PatientPresentingComplaints AS (
	-- Get the presenting complaint types of each patient
    SELECT
		rc.DetainedPersonId,
		rc.FullName,
		rc.Gender,
		rc.NumberOfVisits,
		ct.[Name] AS PresentingComplaints
    FROM ReferralCounts rc
    LEFT JOIN Referrals r ON r.DetainedPersonId = rc.DetainedPersonId
    LEFT JOIN PresentingComplaintHistory pch ON r.Id = pch.ReferralId
	LEFT JOIN ComplaintsHistory ch ON ch.PresentingComplaintHistoryId = pch.Id
	LEFT JOIN Maintenance_ComplaintType ct on ct.Id = ch.Maintenance_ComplaintTypeId
	GROUP BY rc.DetainedPersonId, rc.FullName, rc.Gender, rc.NumberOfVisits, ct.[Name]
) 
SELECT
	DetainedPersonId,
	FullName,
	Gender,
	NumberOfVisits,
	STRING_AGG(PresentingComplaints, ', ')  AS PresentingComplaints
FROM PatientPresentingComplaints
GROUP BY DetainedPersonId, FullName, Gender, NumberOfVisits
ORDER BY NumberOfVisits DESC;
"
